fecha	objective	metric	is_unbalance	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	ganancia	iteracion
20230718 075117	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	341	TRUE	491	0.035624605656761	0.339188891605311	476	700	0.806091317915478	55
20230718 075409	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	19	TRUE	491	0.275802956692105	0.993890471801884	1115	859	0.802683099740669	56
20230718 080154	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	114	TRUE	491	0.0610336392487085	0.565626786291879	820	162	0.804014656404388	57
20230718 080450	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.138175011688787	0.635733751388825	1865	715	0.805186416654555	58
20230718 080715	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.233276319487662	0.541705991172511	1945	974	0.804364085886681	59
20230718 081053	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	19	TRUE	491	0.115404205544735	0.52232723003095	367	990	0.802021340686562	60
20230718 081458	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	55	TRUE	491	0.206943673137556	0.937361611730792	2665	99	0.802409289612085	61
20230718 082158	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	113	TRUE	491	0.087334605053796	0.494530007288302	2290	924	0.806237453302066	62
20230718 082659	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	84	TRUE	491	0.208630945400544	0.729677468389878	2459	655	0.802219696480944	63
20230718 083003	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	8	TRUE	491	0.164133190328709	0.776169192809239	162	689	0.799945492551285	64
20230718 083336	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	25	TRUE	491	0.129194782613635	0.979611675918195	2475	57	0.802837307061195	65
20230718 083802	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.0566571605723991	0.760290870736935	1563	438	0.80401704410287	66
20230718 084033	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.248565595487149	0.502323241203581	72	448	0.80519388061604	67
20230718 084252	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.270904096535186	0.709285292188684	1411	887	0.806178397806523	68
20230718 084616	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.0912105524225044	0.750610694900993	2559	895	0.810646099785682	69
20230718 085423	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	131	TRUE	491	0.0658795099704969	0.994408575064642	846	511	0.801409983515964	70
20230718 090638	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.0153652857832774	0.900544940802222	459	783	0.802804446303275	71
20230718 091015	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	37	TRUE	491	0.196369413463394	0.600175507655228	1516	324	0.804476690402308	72
20230718 091300	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.170714533145652	0.456244352126564	239	887	0.802271024380901	73
20230718 091739	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	79	TRUE	491	0.272745740498627	0.69336829061599	1811	598	0.803157101542867	74
20230718 092505	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	136	TRUE	491	0.101637850291964	0.385764882188779	2129	629	0.801623591421125	75
20230718 092754	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.146340546779208	0.496127099590166	1463	265	0.803894378071462	76
20230718 093020	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	5	TRUE	491	0.245780744157942	0.509945455713104	2277	180	0.804793573936438	77
20230718 093505	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	83	TRUE	491	0.274949446871865	0.860821251141466	2564	632	0.805322740283522	78
20230718 094002	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	45	TRUE	491	0.0805747353528661	0.982225716992817	401	173	0.804358314060296	79
20230718 094245	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	10	TRUE	491	0.271744805581758	0.76158489400465	156	987	0.801409282059749	80
20230718 094458	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	3	TRUE	491	0.288669307840711	0.851899731492181	2553	476	0.802318987817104	81
20230718 095015	binary	custom	TRUE	TRUE	TRUE	FALSE	-100	-1	0	0	0	39	TRUE	491	0.274487577329336	0.990569066766044	499	703	0.796722244851155	82
